id,source,noisy_text,clean_text,edit_distance,document_type,error_rate
syn_0997,synthetic,"gel, y Barcelona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_0998,synthetic,"g-el, y Barcelona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_0999,synthetic,"gel, y Brcelona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1000,synthetic,"gcl, y Barcelona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1001,synthetic,"gel, y Barceona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1002,synthetic,"gel, y Bárcelona,Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1003,synthetic,"gel, y Baerclona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1004,synthetic,"gel,  Barcelóna,Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1005,synthetic,"gcl, ry Barcelona, Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1006,synthetic,"gel, y Barcélon Oc.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1007,synthetic,"ge,y Barcelono, Cc-.","gel, y Barcelona, Oc.",-1,synthetic_17th_century_spanish,-1
syn_1008,synthetic,DE orden :del Ilustre Señor Dón Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1009,synthetic,DE orden del Ilustre Señor Don Ftan-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1010,synthetic,DE orden el Ilustre Señor Don Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1011,synthetic,DE orden del-Ilustre Señór Don Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1012,synthetic,DE orden del Ilustre eSeñr Don Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1013,synthetic,DE orden del Ilustre Señot Don Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1014,synthetic,DEa orden del Ilustre SeñorDou-Frain-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1015,synthetic,DE orden el luslre Señor clou Ftan-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1016,synthetic,clE ordendel Ilustre Señor DomFran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1017,synthetic,DE orden de Ilustre fSéñor onFr:an-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1018,synthetic,DEorden délIlnstre Séñor cn Fran-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1019,synthetic,clE ordon del Llustr e Señor.DcnFrann-,DE orden del Ilustre Señor Don Fran-,-1,synthetic_17th_century_spanish,-1
syn_1020,synthetic,"cisco Drechos, Canonigo, y Sacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1021,synthetic,"eisco Drecbos, Canonigo, y Sacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1022,synthetic,"eisco Drechos, Ca.nonigo, y Sacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1023,synthetic,"ciscó Drechos, Cano:nigo, y Sacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1024,synthetic,"cisc Drechos, Canonigo, y Sacrisran","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1025,synthetic,"cisco Drechs, Canonigo,  Sacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1026,synthetic,"cifco Drechos, C anonieo, y Sacriltan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1027,synthetic,"cico clrcchos, Canonigo, y Sactistan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1028,synthetic,"c1sco clrehos, Cauonigo, ySacristan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1029,synthetic,"isco Drechós, Cano-nigo, y Saeristn","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1030,synthetic,"ciseo Drecho, Canónigo, y Sarist-ari","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1031,synthetic,"1sco Dreachós, Cancnigo, y Sacrstan","cisco Drechos, Canonigo, y Sacristan",-1,synthetic_17th_century_spanish,-1
syn_1032,synthetic,"Dignidad de lo Santa Iglesia do Gerena, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1033,synthetic,"Dignidad de la Santa Iglesiad Gerona, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1034,synthetic,"Dignidad de la Santa Iglesia de Gerona,.y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1035,synthetic,"Dignidad de la Sanra Iglesia cle eron, ny","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1036,synthetic,"clieida d de la Santa Iglesia de Gerona,y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1037,synthetic,"Di.gnidadi de la Lanta Iglesia deGeona, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1038,synthetic,"Dignidaddela Santá Iglesa de Gercna, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1039,synthetic,"Dignidad de la Santa Iglesia de Gerona, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1040,synthetic,"Dignidd de l Santa Iglesia de Geraona, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1041,synthetic,"D1gniclad e la Santa Iglcsia dee.Gerona,.y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1042,synthetic,"Dign1dad dc la Sata Iglesia de Gercn, y","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1043,synthetic,"Dgndad de.laFant Iglcsa d eona, y ","Dignidad de la Santa Iglesia de Gerona, y",-1,synthetic_17th_century_spanish,-1
syn_1044,synthetic,Vicari General por el Ilustnissimo Señor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1045,synthetic,Vicario General po:ra el Ilustrissimo Señor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1046,synthetic,VicarioGeneral pcr el Ilustrissimo Señoer,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1047,synthetic,Vicario General por el Iluscris:simo Señor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1048,synthetic,Vicario Genoral por el Ilusntrissimo Seño,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1049,synthetic,Vicatió Gorieral por el Ilustrrissimo Leñor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1050,synthetic,Bicario General por el Ilustrisslmo Señior,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1051,synthetic,Víoario General por el Ilustrissimo Señor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1052,synthetic,Vicatío General por cl IlusttissmoFeñor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1053,synthetic,Uicario Geneal pcr el IustrismoSeeñot,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1054,synthetic,Uicorio.Gcnrl or elIlustrissimo Séñon,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1055,synthetic,Vioar:io Geuerálpor eil Ilustrisimó Señor,Vicario General por el Ilustrissimo Señor,-1,synthetic_17th_century_spanish,-1
syn_1056,synthetic,"D. Balthasar de -Bastero y lledo, Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1057,synthetic,"D. Balthasar de Bastero y lledo, Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1058,synthetic,"D. Balthasar de Bastero y lledo,. Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1059,synthetic,"D. Balthasar de Besteto y lledo, Óbispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1060,synthetic,"D. Balthasar de Baster o y lle.do, Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1061,synthetic,"D. Balthasor cle Bastero y lledo,Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1062,synthetic,"D..Baltasar de Baslero y lledo, Onbispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1063,synthetic,D. Bnalthasar de Bastero.y lledo Obispo,"D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1064,synthetic,"D. Balhasar deBostero-y lledo, Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1065,synthetic,"D.Ballhesar de Báslero y.lledo, Obispó","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1066,synthetic,"D. Balthasar déBastero ylleclo, Obispo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1067,synthetic,"D. Balthasar.de Basteroy lledó,Obifpo","D. Balthasar de Bastero y lledo, Obispo",-1,synthetic_17th_century_spanish,-1
syn_1068,synthetic,"de Getona, dol Co:nsejo de su Mageslad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1069,synthetic,"de Gerona, del Cornsejode su rnagestad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1070,synthetic,"de-Gerona del Consejo de su Maqestad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1071,synthetic,"de Ge rona, del Consejode su rnagestad,&c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1072,synthetic,"de Gerona,del aConsejo dae su Magesad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1073,synthetic,"de Geroná, del Oonsejo de su Magestad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1074,synthetic,"de Eenóna, ndel Consejo de su Magostad & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1075,synthetic,"de Gerona, del Conejo de sa rnagestad, &c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1076,synthetic,"de Gorona, el Consejo de suMageirad,&: c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1077,synthetic,"de Gcrena, del Cónsejo de u rnagesta, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1078,synthetic,"de Eerona, del Conesej desu Mágestad, & c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1079,synthetic,"de Gerona, del C ómsejoe de su Magest-ad, &c.","de Gerona, del Consejo de su Magestad, & c.",-1,synthetic_17th_century_spanish,-1
syn_1080,synthetic,"He ifto un Librito, cuyo titulo es: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1081,synthetic,"He vistoun Librito, cuyo titule es: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1082,synthetic,"He visto uri Librito, ouyof titulo el: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1083,synthetic,"He visto un Libito, cuyo tltulocs: ns-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1084,synthetic,"e visto uan Librito, cuyo titulo el: Ius-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1085,synthetic,"Hevisto un Librito, cuyo litulo es: Is-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1086,synthetic,"He vísto un Librto, cuyó tialulo es:.Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1087,synthetic,"He visto un Librito, cuyotitulo es: Ims-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1088,synthetic,"He vifto unLlbrito, euyo tituo es: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1089,synthetic,"Ho veisto un Librito, coyo tei-uloes: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1090,synthetic,"He virsto nn Llbrito, ouyotítulc es: Ins-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1091,synthetic,"He visto ian Librito, -cuyo título es: Inaf-","He visto un Librito, cuyo titulo es: Ins-",-1,synthetic_17th_century_spanish,-1
syn_1092,synthetic,"truccion de Chriftiaua, y Politica Cort.esa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1093,synthetic,"truccion de Christiana,y Politica Cortesa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1094,synthetic,"ttuccion de Christiana, y Politioa Cortesa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1095,synthetic,"trucciou de Christiana, y Politico Corteso-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1096,synthetic,"truecion de Chistina, y Polltioa-Cortcsa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1097,synthetic,"truccicn de Christiana, y Poliri ca Cortesa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1098,synthetic,"trucciou de Christiaua, yPoli-tíca Corte-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1099,synthetic,"truceicn de Ehristiana, yPnlitica Cortosa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1100,synthetic,"lruccion de Christiana, y Qolit:icá Cortesa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1101,synthetic,"truocion é Chrstína, y Póliciica orresa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1102,synthetic,"trfaccaion dc Christana,y ol:itica Cortesa-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1103,synthetic,"truccíom cle Ehrflstiana, y.Qól1tiea Oorcese-","truccion de Christiana, y Politica Cortesa-",-1,synthetic_17th_century_spanish,-1
syn_1104,synthetic,"nia, Oc. Su Athor D. Fausto Agutin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1105,synthetic,"nia, Oc Su Author D. Faausto Agustin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1106,synthetic,"nia, Oe. Su AuthorD. Fausto Agustin rde.","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1107,synthetic,"ia, Oe. So Autho cl. Fausto Agustin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1108,synthetic,"nia, c. Sn Author D. Fausto eAgnstin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1109,synthetic,"nia, Oc. Su Author D. Fausto Agustin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1110,synthetic,"nie, Oc. So Author D.Fausto Aeostin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1111,synthetic,"nia,Oc. Su Áuthor D. Fausto Agultinde","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1112,synthetic,"ni, Oc. Su Authonr D. Fausto Austin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1113,synthetic,"nia, Oo. SnuAuthor D. Faust Agus:tín de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1114,synthetic,"nia, Cc. Su Áothor D.Fausto Agostin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1115,synthetic,"nia, Oc..Su Outhor D Fausto Áquslin de","nia, Oc. Su Author D. Fausto Agustin de",-1,synthetic_17th_century_spanish,-1
syn_1116,synthetic,"Buendia, Oolegial que fue en el Imperial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1117,synthetic,"Buendia,-Colegial que fue en el Imperial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1118,synthetic,"Buendia, Coegial que fe en el Imper.ial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1119,synthetic,Buendia Colegial que fue en el mperial,"Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1120,synthetic,"Bndia, Colegial que fue en el Imperial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1121,synthetic,"Buendia, Colegial que foe en elIrmperial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1122,synthetic,"Buendí, Colegial qu fue en elImperiaal","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1123,synthetic,"Burendia,Cclegiol .qaue fue n el Impetial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1124,synthetic,"Buendía, Celegiál que fue en el Imperal","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1125,synthetic,"Buendio,C-olegial ue f ueen cl Imperialr","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1126,synthetic,"Baeandia,Coleial que ue en el 1mperial","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1127,synthetic,"Buendia,Clegial que fne en elImperio","Buendia, Colegial que fue en el Imperial",-1,synthetic_17th_century_spanish,-1
syn_1128,synthetic,"de Cordellas, &c. Ybrevemerite igo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1129,synthetic,"de Cordellras, &c. Y breemente digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1130,synthetic,"de Cordellas, &c. Y brevemente digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1131,synthetic,"de Cordellas, &c.  brevemente digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1132,synthetic,"de Cordellas, &c. Y bnrevemente dig,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1133,synthetic,"de Cordellas, &c. Y brevente diqo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1134,synthetic,"denCorclellas, &c.Y brcvementae digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1135,synthetic,"dc Cordellas,.&c. Y brevemente digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1136,synthetic,"de Cordellas, &e. Y btevemente ndigo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1137,synthetic,"de Corde-llas, &c. Y breve.memte digo,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1138,synthetic,"d Cor-dellas,&c. Y-rovemente digó,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1139,synthetic,"de Cordellaf, &c.Y brevremente.digo.,","de Cordellas, &c. Y brevemente digo,",-1,synthetic_17th_century_spanish,-1
syn_1140,synthetic,"mo solo que nadar contiene contra la Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1141,synthetic,"no solo que nada contine ccntra la Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1142,synthetic,"no solo que nada contionecontra la Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1143,synthetic,"no solo que nad contiene conrala Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1144,synthetic,"no solo que nada contie.ne ccntra la Fé, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1145,synthetic,"no solo quen naa contiene contra la Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1146,synthetic,"no selo que uada contiene cntrna la Fe, y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1147,synthetic,"no soo que nada c.ontierie conlra la Fe,y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1148,synthetic,"no.solo quenada contienocóntra la Fe,f y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1149,synthetic,"no-scló que nada contiene eucrae la Fe,.y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1150,synthetic,"no solo que náda contíeme ontra la  Fe,y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1151,synthetic,"no soloqae nada conticne contra-la Fe,.y","no solo que nada contiene contra la Fe, y",-1,synthetic_17th_century_spanish,-1
syn_1152,synthetic,"buenas co.stumbres, sino que muy ateto","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1153,synthetic,"buenas eostumbres, sino que muy atento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1154,synthetic,"buenas costumbres, sino quemuyarento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1155,synthetic,"bueaso-srmbres, sin que muy atento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1156,synthetic,buenaf cosrumbref.sino.que .muy atento,"buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1157,synthetic,"uenas costumbres, sinoquemu atento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1158,synthetic,"buerias cóltuambres, sino que muy ataeto","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1159,synthetic,"buerias costumbrs, sn qac muy ateutó","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1160,synthetic,"buenas cóstambere, sinó que muy atento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1161,synthetic,"buenaes coitfumbrel, sino nque mu aténto","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1162,synthetic,"buenaf ciostambres, sino que rny atnnto","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1163,synthetic,"buenos eostumbre, sino que muy atento","buenas costumbres, sino que muy atento",-1,synthetic_17th_century_spanish,-1
syn_1164,synthetic,"el Author con entrambas, clescribe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1165,synthetic,"el Author con entrambas, describe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1166,synthetic,"el Author con entrambas, describe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1167,synthetic,"el Authora con ontrarnbas,. describo, y eri--","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1168,synthetic,"el nhor con entrambas, describe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1169,synthetic,"él Aulhor con etrambas, deseribe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1170,synthetic,"el Author conentrambaf, describe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1171,synthetic,"el Aufthor ccri entrambas, desctibe, y en","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1172,synthetic,"el Arhor con entrambas, describe, y ene-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1173,synthetic,"e Authot co entrarnbos, descríb, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1174,synthetic,"el Author con entrarnbas, describe,y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1175,synthetic,"el Author ccn entrarnbás, describe, y en-","el Author con entrambas, describe, y en-",-1,synthetic_17th_century_spanish,-1
syn_1176,synthetic,"seña tau culta, y discreta la Virtud, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1177,synthetic,"seña tan culta, y discreta la Viirtod, ce-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1178,synthetic,"señá tan culta, y discreta la Virtud, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1179,synthetic,"seña.tan culfta, y disncreta la Virtucl, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1180,synthetic,"seña roncalta, y discretá laVirud, cc-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1181,synthetic,"seña tan culta, y díscreta la Virtud, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1182,synthetic,"scñaran culta, ye discreia la Virrud, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1183,synthetic,"seña tan: culta, y: discneta la Uittad, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1184,synthetic,"eña tan calrta, y iscre-ta a-Vittud, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1185,synthetic,"sña tanculta, y -cliscrra la :Virtaud, eo-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
syn_1186,synthetic,"eñtan culta, y dflsoreta lo Virtucl, co-","seña tan culta, y discreta la Virtud, co-",-1,synthetic_17th_century_spanish,-1
