file,transcription
raw-2.pdf_page_8.jpg,"TICENCIA DEL REVERENDISSIMO PADRE LVIS
Vuaquez, Drovincial de los Clerizos Reculares Menores de efta
Provincia deEfpara. o

To VisVazquex, Provincialde los Clerigos Regulares Menores de efta
N Provincia de Efpaña,con patticolar comifsion del muy Reverendo Pa
dic. onardo Lo:edano , Prepolico General, do y licencia, y facultaa para
quele m rimanlas Adicciones al T foro de la lengua Caftellana, com puel-
taspore Padse Bonito Remigio Noydens ; y aprobadaspor perfonas doc-
tas, y gras esde nueítra Sagrada Religion. En teftimonio de lo qual dila pre-
fent fi mada de mimano, y leilada con el fello de m1 Oficio, en dos de Oc
tubrede 167 2."
raw-2.pdf_page_7.jpg,"TO N Los lurares donde los hombresfón z.elofos ,y recatados , fuelen labrar?
E lascafasen lozmterior del fitio,dexandoentre lahabitacion, yel lsenco de
la calle, on atrio,o corral, y afsino fedefcmbrela hermofura del edificio fi la sienc,
nila falta, fi alguna haviere, Tohelido tan recatado, y encogido,que fin ningun
aparato, 6 penencion me entre de rondon, declarando los vocablos de lalengua
Efpañola La ( eliana adutritendo tan fe olamente a:gunas Ceneraliaades que"
raw-2.pdf_page_27.jpg,"ACAFRANADO),) lorteñido con aga.
fran , y acaíranal, la tierra donde fe cria, De
aleunos años aclta parte le han dado tanto a
criar acafesen en la Mancha, y rierra de Huete,
que han devado de fembrar trigo en las hazas
por ias ganancia, Del acafran , de los lugares
donde fe cria, y lus diferencias : del vfo del en
medicina, y en comida, y bebida, Vide Plinium,
lib. 21.03.6.X Diofc, lib. 1,cap.25.X. 260

ACAÁGAYA, lanca pequeña arrojadiza:
es nombre Árabigo, del verbo cegaie , que vale
arrojar ,-y ellaen Árabigo fe dize cegaicrum,
es de Diego de Vrrea,

Ac ARCON,Latr. plumbum vítum, y por-
que fe allega al color amarillo, ronio cfte nom-
bre, y fe le dieron los Arabigos de la rayz He-
brea, charcon, crocus, vel crocens , vide Cale-
pínum, verbo crocus.

- ACECHE, Arabigo de zig.

ACECHAR, quaíi afleétar , del verbo"
raw-3.pdf_page_2.jpg,"C.dein integrumreff, num. 6. Serafin, de priulicg.
luram.priueg. 83. num. 24. Vb! adit, M. 2.Tuíc.
tom. s.litera M. conclul. 2 63.Caftiil. lib. 3.QUOt.
cap. 2. Molina de primogen. lib. 2. Cap. 3, NUM.
19. o

28 Y efta opinion es tancomun,aflentada, Y
recibida, que (iva menorde veinte y cinco años
otorga plena liberacion, en fauor de lu curador, y
la jurare, no puezde dezir contra ella, [mo prouan=
do que la hizo por error, (ic Gutier. de iuram. con-"
raw-3.pdf_page_4.jpg,"e 4
acc. 73.nim. ro. Menoch. derecuper. poff. rem.
9. (234472, $6. Y aísi lacinto Gomez Pimentel, que
era calado, y velado quando oro1g0 las dichas cla
CHCuras Zo las cuentas en ellas referidas, quedo
obdiigado a cltar, y pafíar por ellas, y Antonio Go:
Mcz tu padre, no íolo libre dela entrega”, quetes
nia obligacion a hazerle delu legitima materna,
lino acreedor a fu hijo , en la cantidad que vade
S 80751 .reales(que montan las cartas Ge pago da
das inaítaclañode 1 640) a511681. que montó
la leoitima. o |"
raw_1.pdf_page_14.jpg,"Os sty 1YALATAS Mén Tear"" Ven ns

$ A Le . y 4
dy e O Jo! AUD rESS 7 O Y ge. S' a
> ""O GOB 3 a y viv. 0204 ""DES, y
0 ex IO ""3 a Y - «4 3 — e O E
S -3Q A 5 um £ a Te RS 0
E QU yy Ou 0 YQAT""ILI COS
A o ... D te a
E DA SU Ds Dos =3NYy03g ""3: a
SIP IA a 53 > ETA CREO de
ESE RBELESTO0 LO Porro ER
JE E E = ED VD.” gs . 92
) ROQUE ETA DEUDA e
3352820253232 Tug$asgE > Ains TO qu
n NORD, E De So sz., A ES
A QQ “9 . Qs Le e, o >» S>.5

6 uv << Ó .A Q Y) ” Xx «e Y!
) 43 «OU IES u a aaa ASAyuvowo S
¿0 cos Par? a . N a(Y cn Es” Sai
ado e ai2das gebiicaiad sg

9 WED, , Pa

¡ROS IFE E? ESTATE SS
ale 2 ¿E v,, Sy S= y TO a e
yoo. Y UV » Y o 3 gt e. ui pa A pet n 3 o Ó e eS . So."
raw-2.pdf_page_12.jpg,"+ verodeVires, interprete del Rey nuzliro leñor, y vilo algunos eferitos *:* Padre Gracix,
o, ey me hieapronechalo, y de algunos orros que ciro en diverfos lugares. Fiema valizo da
ou vasldebrea, para confirmar Jo que los lufodichos me interpretan dela Arzbiga. Y poción
ou os ias vocablos Caftellanoslon corsempidos de la ler gua Latina, hafe ceaduerss
uy deuordinariofe mudan las lerras , trocandofe vr.as por Ctras; y las mas crdinarias, fe
rr corfoaamtes y que aman mucas, dinididas eo tres clafles, tenues, medias, y afpiraras
2 + «ntuamdandas demás, y vnasvocalesencrras , y eftlotodo efta adunertido por alg uno:
co + medernos que han redozido nueftra lengua a metodo, heziendo arte de Gramatics El.
ceño... Nofe dene nadie efcandalizar de que las dicciones defte mi libro le efcriuan ccmo fue:
eso y arder da propizortografiá , puesello fe emienda Incgo inmediatamente en el miín,a
poro porexemplo , Philipo, no fe ha de bulcar enla lerra ph. finoenld3 f, Gercoin.o
+ ynoenlaH, Temaen la To. y ho enla th. S fic de cxteris.
 fesfaieracodos, fiendo dendofes a lós (labios y y alosque nolo fon, en el diícu:fo de
cevmoloyias, no falo fe traen das legitimas, y verdaderas, peroa vezes Jas vulgares in-
| ¡ 2 porldosidivras. Los vocablo$que fio fe hallaren en la letraz. bulquenfe en la e. y
o ias delaf.enla3 HH. y al contrario, como fidalgo, hidalgo. La lerra V. fe diuide en la vocal,
confonente: lo demas le adujerte en cada diccion. Yo pido con toda humildad, y reconoci»
ato demi poco faber, «que todo aquello en que yo erráare, fe meemnyjiende con caridad, y le me"
raw_1.pdf_page_3.jpg,"| A
| <= 07% EI:
k Ó = REED
< R So a02532-=2¿0” E
A e yv y $ E uE 2,
E « LES | Y EQAJLE
Hl ""Ta S ""Gus aso»
Y cCUCcEs2 Aa
2 O = SESAALD Saa
pad UN a O JE
NO Q]$).-> JERIA
e = 3 ICE
5 qAaDE resista
Z E y 2 dp ES
yl a Ss ZO Ba o ad
O SÍ ¿ESMERO
a 3 > a .viSÉ£0o 628
e y a e TEE ici
As 'O S ¿Go caos
] < E N S>*59I1O0ASS
pl —_ > ed 205330"
raw-3.pdf_page_6.jpg,"lo demas, fin embargo le perjudica Cn lo que.es en
lu daño, elof. ingulares, mil. 1.4. 1- werb. dies f-
de edendo, lafoninl. non folum. $. morte. nue:
16. de nousoper. nunt. Menchb. contr. ¡llMStr »
lib. 1.cap.2.num. 9 .Parlad. lib.2.rerum quotid. Cs
fr.$. 5 .num. 21. Efcobar deratioc. cap. 13:M%-
12. Genna de [crip.prin. lib. ¿.tract. de lsbrss Ka.
10. 12um. 9 1.0 fe99.
33 Perolo cierto es,que efta efericura [e Otor
có en tiempo habil por lacinto GomezPimentel,"
raw-2.pdf_page_36.jpg,"de adulrerijs. Afectar vn benehcio *, anexarle.
AfeRacion, el cuidado extraordinario, y dema:
fada diligencia que vno tiene, O en palabras, €
en atavio, 6 otra qualquier cola. Y afiéraco €
notado defte vicio , efpecialmente en el hablar
y pronunciar lo que dize 11 fe cfcucha , oracior
afeftáada. o

AFECTO, Latine afeétus.ns, propiamen:
reespaísion del anima , queredundando en 1:
voz , la altera, y canfa en el cuerpo vh parricu:
lar movimiento , con que movemos compaíl:
fion, y mifericordia,a 1rá, y 4 venganca, a triíte
22, y alegria, cola importante; y neceflaria en e
Orador. . . o"
